country,year,sex,age,suicides_no,population,suicides/100k pop,country-year,HDI for year, gdp_for_year ($) ,gdp_per_capita ($),generation
Finland,2008,male,35-54 years,331,732583,45.18,Finland2008,,"283,742,493,042",56521,Boomers
Finland,2008,female,35-54 years,91,716879,12.69,Finland2008,,"283,742,493,042",56521,Boomers
Finland,2009,male,35-54 years,293,724700,40.43,Finland2009,,"251,499,027,508",49878,Boomers
Finland,2009,female,35-54 years,100,708103,14.12,Finland2009,,"251,499,027,508",49878,Boomers
Finland,2010,male,35-54 years,241,7,33.51,Finland2010,0.878,"247,799,815,768",48939,Generation X
Finland,2010,female,35-54 years,77,701523,10.98,Finland2010,0.878,"247,799,815,768",48939,Generation X
Finland,2011,male,35-54 years,259,715014,36.22,Finland2011,0.881,"273,674,236,773",53809,Generation X
Finland,2011,female,35-54 years,67,696397,9.62,Finland2011,0.881,"273,674,236,773",53809,Generation X
Finland,2012,male,35-54 years,235,71,33.01,Finland2012,0.882,"256,706,466,091",50232,Generation X
Finland,2012,female,35-54 years,65,692612,9.38,Finland2012,0.882,"256,706,466,091",50232,Generation X
Finland,2013,male,35-54 years,,710389,27.31,Finland2013,0.882,"269,980,111,643",52572,Generation X
Finland,2013,female,35-54 years,72,690084,10.43,Finland2013,0.882,"269,980,111,643",52572,Generation X
Finland,2014,male,35-54 years,207,708947,29.2,Finland2014,0.883,"272,609,288,690",52832,Generation X
Finland,2014,female,35-54 years,60,687641,8.73,Finland2014,0.883,"272,609,288,690",52832,Generation X
Finland,2015,male,35-54 years,,704220,26.98,Finland2015,,"232,464,833,066",44862,Generation X
Finland,2015,female,35-54 years,55,682671,8.06,Finland2015,,"232,464,833,066",44862,Generation X
Iceland,2000,male,35-54 years,10,39024,25.63,Iceland2000,0.859,"8,927,140,438",34372,Boomers
Iceland,2000,female,35-54 years,4,37863,10.56,Iceland2000,0.859,"8,927,140,438",34372,Boomers
Iceland,2001,male,35-54 years,9,39779,22.63,Iceland2001,,"8,136,345,144",30850,Boomers
Iceland,2001,female,35-54 years,5,38708,12.92,Iceland2001,,"8,136,345,144",30850,Boomers
Iceland,2002,female,35-54 years,4,39430,10.14,Iceland2002,,"9,207,689,916",34556,Boomers
Iceland,2002,male,35-54 years,4,40266,9.93,Iceland2002,,"9,207,689,916",34556,Boomers
Iceland,2003,male,35-54 years,8,40516,,Iceland2003,,"11,316,441,660",42174,Boomers
Iceland,2003,female,35-54 years,1,39836,2.51,Iceland2003,,"11,316,441,660",42174,Boomers
Iceland,2004,male,35-54 years,9,41248,21.82,Iceland2004,,"13,722,824,251",50528,Boomers
Iceland,2004,female,35-54 years,2,40,4.98,Iceland2004,,"13,722,824,251",50528,Boomers
Iceland,2005,male,35-54 years,10,41539,24.07,Iceland2005,0.889,"16,691,490,114",60712,Boomers
Iceland,2005,female,35-54 years,6,40540,14.8,Iceland2005,0.889,"16,691,490,114",60712,Boomers
Iceland,2006,male,35-54 years,10,44013,22.72,Iceland2006,,"17,048,647,568",60243,Boomers
Iceland,2006,female,35-54 years,6,40957,14.65,Iceland2006,,"17,048,647,568",60243,Boomers
Iceland,2007,male,35-54 years,12,45690,26.26,Iceland2007,,213,73590,Boomers
Iceland,2007,female,35-54 years,1,41594,2.4,Iceland2007,,213,73590,Boomers
Iceland,2008,male,35-54 years,10,46462,21.52,Iceland2008,,"17,658,408,759",59489,Boomers
Iceland,2008,female,35-54 years,4,42525,9.41,Iceland2008,,"17,658,408,759",59489,Boomers
Iceland,2009,male,35-54 years,10,44805,22.32,Iceland2009,,"12,944,114,736",43700,Boomers
Iceland,2009,female,35-54 years,6,42732,14.04,Iceland2009,,"12,944,114,736",43700,Boomers
Iceland,2010,male,35-54 years,11,43584,25.24,Iceland2010,0.892,"13,310,567,803",45179,Generation X
Iceland,2010,female,35-54 years,5,42526,11.76,Iceland2010,0.892,"13,310,567,803",45179,Generation X
Iceland,2011,male,35-54 years,8,43120,18.55,Iceland2011,0.896,"14,732,689,535",49861,Generation X
Iceland,2011,female,35-54 years,1,42475,2.35,Iceland2011,0.896,"14,732,689,535",49861,Generation X
Iceland,2012,male,35-54 years,8,42696,18.74,Iceland2012,0.897,"14,292,008,745",48083,Generation X
Iceland,2012,female,35-54 years,3,42450,7.07,Iceland2012,0.897,"14,292,008,745",48083,Generation X
Iceland,2013,male,35-54 years,12,42535,28.21,Iceland2013,0.899,"15,548,321,544",51749,Generation X
Iceland,2013,female,35-54 years,5,42524,11.76,Iceland2013,0.899,"15,548,321,544",51749,Generation X
Iceland,2014,male,35-54 years,7,42731,16.38,Iceland2014,0.899,"17,304,033,021",56833,Generation X
Iceland,2014,female,35-54 years,4,42655,9.38,Iceland2014,0.899,"17,304,033,021",56833,Generation X
Iceland,2015,male,35-54 years,11,431,25.51,Iceland2015,,"16,942,247,374",54909,Generation X
Iceland,2015,female,35-54 years,2,42858,4.67,Iceland2015,,"16,942,247,374",54909,Generation X
Iceland,2016,male,35-54 years,11,44024,24.99,Iceland2016,,"20,304,098,101",64708,Generation X
Iceland,2016,female,35-54 years,0,43216,0,Iceland2016,,"20,304,098,101",64708,Generation X
Netherlands,2000,male,35-54 years,440,2462006,17.87,Netherlands2000,0.877,"412,807,259,996",27644,Boomers
Netherlands,2000,female,35-54 years,221,2386392,9.26,Netherlands2000,0.877,"412,807,259,996",27644,Boomers
Netherlands,2001,male,35-54 years,452,248,18.21,Netherlands2001,,"426,573,601,790",28366,Boomers
Netherlands,2001,female,35-54 years,209,2406952,8.68,Netherlands2001,,"426,573,601,790",28366,Boomers
Netherlands,2002,male,35-54 years,482,2481771,,Netherlands2002,,"465,368,906,456",30757,Boomers
Netherlands,2002,female,35-54 years,218,2409590,9.05,Netherlands2002,,"465,368,906,456",30757,Boomers
Netherlands,2003,male,35-54 years,459,2483688,18.48,Netherlands2003,,"571,863,431,151",37614,Boomers
Netherlands,2003,female,35-54 years,,2416242,7.99,Netherlands2003,,"571,863,431,151",37614,Boomers
Netherlands,2004,male,35-54 years,489,2492028,,Netherlands2004,,"650,532,654,582",42614,Boomers
Netherlands,2004,female,35-54 years,231,2430075,9.51,Netherlands2004,,"650,532,654,582",42614,Boomers
Netherlands,2005,male,35-54 years,503,2502562,20.1,Netherlands2005,0.891,"678,533,764,457",44289,Boomers
Netherlands,2005,female,35-54 years,228,2446316,9.32,Netherlands2005,0.891,"678,533,764,457",44289,Boomers
Netherlands,2006,male,35-54 years,468,2508382,18.66,Netherlands2006,,"726,649,102,998",47281,Boomers
Netherlands,2006,female,35-54 years,207,2458615,8.42,Netherlands2006,,"726,649,102,998",47281,Boomers
Netherlands,2007,male,35-54 years,427,2508053,17.03,Netherlands2007,,"8,394",54418,Boomers
Netherlands,2007,female,35-54 years,171,2464793,6.94,Netherlands2007,,"8,394",54418,Boomers
Netherlands,2008,male,35-54 years,462,2502579,18.46,Netherlands2008,,"936,228,211,513",60375,Boomers
Netherlands,2008,female,35-54 years,184,2464321,7.47,Netherlands2008,,"936,228,211,513",60375,Boomers
Netherlands,2009,male,35-54 years,484,2493610,,Netherlands2009,,"857,932,759,100",54988,Boomers
Netherlands,2009,female,35-54 years,209,2458921,8.5,Netherlands2009,,"857,932,759,100",54988,Boomers
Netherlands,2010,male,35-54 years,496,2479310,20.01,Netherlands2010,0.909,"836,389,937,229",53302,Generation X
Netherlands,2010,female,35-54 years,208,2448571,8.49,Netherlands2010,0.909,"836,389,937,229",53302,Generation X
Netherlands,2011,male,35-54 years,504,2459735,20.49,Netherlands2011,0.9,"893,757,287,202",56667,Generation X
Netherlands,2011,female,35-54 years,210,2433362,8.63,Netherlands2011,0.9,"893,757,287,202",56667,Generation X
Netherlands,2012,male,35-54 years,532,2436155,21.84,Netherlands2012,0.92,"828,946,812,397",52334,Generation X
Netherlands,2012,female,35-54 years,240,2414858,9.94,Netherlands2012,0.92,"828,946,812,397",52334,Generation X
Netherlands,2013,male,35-54 years,555,2410644,23.02,Netherlands2013,0.92,"866,680,000,367",54510,Generation X
Netherlands,2013,female,35-54 years,209,2394702,8.73,Netherlands2013,0.92,"866,680,000,367",54510,Generation X
Netherlands,2014,male,35-54 years,563,2410644,23.35,Netherlands2014,0.922,"879,635,084,125",55325,Generation X
Netherlands,2014,female,35-54 years,228,2394702,9.52,Netherlands2014,0.922,"879,635,084,125",55325,Generation X
Netherlands,2015,male,35-54 years,499,2362263,21.12,Netherlands2015,,"757,999,453,314",47206,Generation X
Netherlands,2015,female,35-54 years,211,2353550,8.97,Netherlands2015,,"757,999,453,314",47206,Generation X
Netherlands,2016,male,35-54 years,478,2341693,20.41,Netherlands2016,,"777,227,541,581",48108,Generation X
Netherlands,2016,female,35-54 years,217,2334777,9.29,Netherlands2016,,"777,227,541,581",48108,Generation X
New Zealand,2000,male,35-54 years,113,540160,20.92,New Zealand2000,0.874,"52,622,842,840",14725,Boomers
New Zealand,2000,female,35-54 years,30,558340,5.37,New Zealand2000,0.874,"52,622,842,840",14725,Boomers
New Zealand,2001,male,35-54 years,130,544420,23.88,New Zealand2001,,"53,872,425,917",14968,Boomers
New Zealand,2001,female,35-54 years,39,565790,6.89,New Zealand2001,,"53,872,425,917",14968,Boomers
New Zealand,2002,male,35-54 years,131,550840,23.78,New Zealand2002,,"66,627,729,311",18208,Boomers
New Zealand,2002,female,35-54 years,39,573790,6.8,New Zealand2002,,"66,627,729,311",18208,Boomers
New Zealand,2003,male,35-54 years,143,558950,25.58,New Zealand2003,,"88,250,885,550",23663,Boomers
New Zealand,2003,female,35-54 years,56,583610,9.6,New Zealand2003,,"88,250,885,550",23663,Boomers
New Zealand,2004,male,35-54 years,133,569570,23.35,New Zealand2004,,"103,904,537,815",27325,Boomers
New Zealand,2004,female,35-54 years,38,599380,6.34,New Zealand2004,,"103,904,537,815",27325,Boomers
New Zealand,2005,male,35-54 years,138,576380,23.94,New Zealand2005,0.895,"114,718,721,397",29803,Boomers
New Zealand,2005,female,35-54 years,49,608650,8.05,New Zealand2005,0.895,"114,718,721,397",29803,Boomers
New Zealand,2006,male,35-54 years,136,584130,23.28,New Zealand2006,,"111,608,845,081",28628,Boomers
New Zealand,2006,female,35-54 years,52,6,8.39,New Zealand2006,,"111,608,845,081",28628,Boomers
New Zealand,2007,male,35-54 years,150,588830,25.47,New Zealand2007,,"137,316,087,308",34892,Boomers
New Zealand,2007,female,35-54 years,55,627060,8.77,New Zealand2007,,"137,316,087,308",34892,Boomers
New Zealand,2008,male,35-54 years,139,590880,23.52,New Zealand2008,,"133,279,679,483",33585,Boomers
New Zealand,2008,female,35-54 years,52,631720,8.23,New Zealand2008,,"133,279,679,483",33585,Boomers
New Zealand,2009,male,35-54 years,144,591800,24.33,New Zealand2009,,"121,338,622,025",30259,Boomers
New Zealand,2009,female,35-54 years,42,634540,6.62,New Zealand2009,,"121,338,622,025",30259,Boomers
New Zealand,2010,male,35-54 years,155,591000,26.23,New Zealand2010,0.905,"146,583,831,538",36145,Generation X
New Zealand,2010,female,35-54 years,51,635970,8.02,New Zealand2010,0.905,"146,583,831,538",36145,Generation X
New Zealand,2011,male,35-54 years,129,586950,21.98,New Zealand2011,0.907,"16,846",41184,Generation X
New Zealand,2011,female,35-54 years,34,633580,5.37,New Zealand2011,0.907,"16,846",41184,Generation X
New Zealand,2012,male,35-54 years,151,581830,25.95,New Zealand2012,0.909,176,42756,Generation X
New Zealand,2012,female,35-54 years,48,629670,7.62,New Zealand2012,0.909,176,42756,Generation X
New Zealand,2013,male,35-54 years,140,583390,24,New Zealand2013,0.911,,46,Generation X
New Zealand,2013,female,35-54 years,63,635060,9.92,New Zealand2013,0.911,,46,Generation X
Norway,2000,male,35-54 years,151,644550,23.43,Norway2000,0.917,"171,315,639,983",41099,Boomers
Norway,2000,female,35-54 years,50,617821,8.09,Norway2000,0.917,"171,315,639,983",41099,Boomers
Norway,2001,male,35-54 years,145,647594,22.39,Norway2001,,"174,003,247,439",41281,Boomers
Norway,2001,female,35-54 years,64,620966,10.31,Norway2001,,"174,003,247,439",41281,Boomers
Norway,2002,male,35-54 years,116,650114,17.84,Norway2002,,,46049,Boomers
Norway,2002,female,35-54 years,46,624015,7.37,Norway2002,,,46049,Boomers
Norway,2003,male,35-54 years,134,654050,20.49,Norway2003,,"228,752,436,372",53533,Boomers
Norway,2003,female,35-54 years,45,629033,7.15,Norway2003,,"228,752,436,372",53533,Boomers
Norway,2004,male,35-54 years,138,659148,20.94,Norway2004,,"264,357,494,659",61450,Boomers
Norway,2004,female,35-54 years,73,635240,11.49,Norway2004,,"264,357,494,659",61450,Boomers
Norway,2005,male,35-54 years,135,665154,20.3,Norway2005,0.931,"308,722,079,938",71215,Boomers
Norway,2005,female,35-54 years,62,641651,9.66,Norway2005,0.931,"308,722,079,938",71215,Boomers
Norway,2006,male,35-54 years,135,672675,20.07,Norway2006,,"345,424,664,369",79007,Boomers
Norway,2006,female,35-54 years,61,648666,9.4,Norway2006,,"345,424,664,369",79007,Boomers
Norway,2007,male,35-54 years,127,682978,18.6,Norway2007,,"401,082,621,083",90797,Boomers
Norway,2007,female,35-54 years,62,656105,9.45,Norway2007,,"401,082,621,083",90797,Boomers
Norway,2008,male,35-54 years,127,694003,18.3,Norway2008,,"462,554,432,624",103431,Boomers
Norway,2008,female,35-54 years,59,662760,8.9,Norway2008,,"462,554,432,624",103431,Boomers
Norway,2009,male,35-54 years,153,702700,21.77,Norway2009,,"386,622,457,580",85394,Boomers
Norway,2009,female,35-54 years,59,669131,8.82,Norway2009,,"386,622,457,580",85394,Boomers
Norway,2010,male,35-54 years,132,709067,18.62,Norway2010,0.94,"429,130,952,709",93638,Generation X
Norway,2010,female,35-54 years,68,674673,10.08,Norway2010,0.94,"429,130,952,709",93638,Generation X
Norway,2011,male,35-54 years,161,715422,22.5,Norway2011,0.941,"498,831,558,926",107430,Generation X
Norway,2011,female,35-54 years,72,678645,10.61,Norway2011,0.941,"498,831,558,926",107430,Generation X
Norway,2012,male,35-54 years,148,721883,20.5,Norway2012,0.942,"510,229,136,227",108408,Generation X
Norway,2012,female,35-54 years,60,682003,8.8,Norway2012,0.942,"510,229,136,227",108408,Generation X
Norway,2013,male,35-54 years,154,727274,21.17,Norway2013,0.942,"523,502,127,660",109804,Generation X
Norway,2013,female,35-54 years,75,685393,10.94,Norway2013,0.942,"523,502,127,660",109804,Generation X
Norway,2014,male,35-54 years,147,732244,20.08,Norway2014,0.944,"499,338,534,779",103443,Generation X
Norway,2014,female,35-54 years,51,688993,7.4,Norway2014,0.944,"499,338,534,779",103443,Generation X
Norway,2015,male,35-54 years,140,736827,,Norway2015,,"386,663,139,403",79187,Generation X
Norway,2015,female,35-54 years,61,692881,8.8,Norway2015,,"386,663,139,403",79187,Generation X
Sweden,2000,male,35-54 years,275,1240681,22.17,Sweden2000,0.897,"259,802,012,617",30896,Boomers
Sweden,2000,female,35-54 years,123,1200882,10.24,Sweden2000,0.897,"259,802,012,617",30896,Boomers
Sweden,2001,male,35-54 years,311,1241616,25.05,Sweden2001,,"239,917,320,967",28429,Boomers
Sweden,2001,female,35-54 years,135,1201311,11.24,Sweden2001,,"239,917,320,967",28429,Boomers
Sweden,2002,male,35-54 years,315,1242971,25.34,Sweden2002,,"263,926,220,333",31175,Boomers
Sweden,2002,female,35-54 years,105,120,8.74,Sweden2002,,"263,926,220,333",31175,Boomers
Sweden,2003,male,35-54 years,300,1242898,24.14,Sweden2003,,"331,108,912,605",38997,Boomers
Sweden,2003,female,35-54 years,99,1201468,8.24,Sweden2003,,"331,108,912,605",38997,Boomers
Sweden,2004,male,35-54 years,300,1240460,24.18,Sweden2004,,"381,705,425,302",44831,Boomers
Sweden,2004,female,35-54 years,103,1,8.59,Sweden2004,,"381,705,425,302",44831,Boomers
Sweden,2005,male,35-54 years,297,1238835,23.97,Sweden2005,0.892,"389,042,298,377",45563,Boomers
Sweden,2005,female,35-54 years,135,1,11.26,Sweden2005,0.892,"389,042,298,377",45563,Boomers
Sweden,2006,male,35-54 years,284,1242768,22.85,Sweden2006,,"420,032,121,656",48977,Boomers
Sweden,2006,female,35-54 years,143,1202882,11.89,Sweden2006,,"420,032,121,656",48977,Boomers
Sweden,2007,male,35-54 years,298,1251142,23.82,Sweden2007,,"487,816,328,342",56531,Boomers
Sweden,2007,female,35-54 years,129,1210389,10.66,Sweden2007,,"487,816,328,342",56531,Boomers
Sweden,2008,male,35-54 years,292,1258502,23.2,Sweden2008,,"513,965,650,650",59155,Boomers
Sweden,2008,female,35-54 years,99,1217920,8.13,Sweden2008,,"513,965,650,650",59155,Boomers
Sweden,2009,male,35-54 years,313,1266615,24.71,Sweden2009,,"429,657,033,108",49070,Boomers
Sweden,2009,female,35-54 years,133,1226921,10.84,Sweden2009,,"429,657,033,108",49070,Boomers
Sweden,2010,male,35-54 years,280,1273933,21.98,Sweden2010,0.901,"488,377,689,565",55352,Generation X
Sweden,2010,female,35-54 years,100,1234672,8.1,Sweden2010,0.901,"488,377,689,565",55352,Generation X
Sweden,2011,male,35-54 years,263,1277205,20.59,Sweden2011,0.903,"563,109,663,291",63380,Generation X
Sweden,2011,female,35-54 years,103,1238769,8.31,Sweden2011,0.903,"563,109,663,291",63380,Generation X
Sweden,2012,male,35-54 years,257,1279633,20.08,Sweden2012,0.904,"543,880,647,757",60776,Generation X
Sweden,2012,female,35-54 years,140,1241491,11.28,Sweden2012,0.904,"543,880,647,757",60776,Generation X
Sweden,2013,male,35-54 years,266,1283078,20.73,Sweden2013,0.905,"578,742,001,488",64133,Generation X
Sweden,2013,female,35-54 years,117,1244666,9.4,Sweden2013,0.905,"578,742,001,488",64133,Generation X
Sweden,2014,male,35-54 years,238,1289581,18.46,Sweden2014,0.907,"5,738,177",62956,Generation X
Sweden,2014,female,35-54 years,135,1249962,10.8,Sweden2014,0.907,"5,738,177",62956,Generation X
Sweden,2015,male,35-54 years,288,1289581,22.33,Sweden2015,,"497,918,109,302",54629,Generation X
Sweden,2015,female,35-54 years,100,1249962,8,Sweden2015,,"497,918,109,302",54629,Generation X
Sweden,2016,male,35-54 years,266,1299990,20.46,Sweden2016,,"514,459,972,806",55594,Generation X
Sweden,2016,female,35-54 years,1,1257582,9.46,Sweden2016,,"514,459,972,806",55594,Generation X
Switzerland,2000,male,35-54 years,360,1094229,32.9,Switzerland2000,0.888,"272,055,499,941",39952,Boomers
Switzerland,2000,female,35-54 years,124,1072711,11.56,Switzerland2000,0.888,"272,055,499,941",39952,Boomers
Switzerland,2001,male,35-54 years,325,11083,29.32,Switzerland2001,,"278,631,271,391",40582,Boomers
Switzerland,2001,female,35-54 years,123,1087663,11.31,Switzerland2001,,"278,631,271,391",40582,Boomers
Switzerland,2002,male,35-54 years,332,1123342,29.55,Switzerland2002,,"301,416,810,214",434,Boomers
Switzerland,2002,female,35-54 years,151,1109627,13.61,Switzerland2002,,"301,416,810,214",434,Boomers
Switzerland,2003,male,35-54 years,303,1129591,26.82,Switzerland2003,,"352,914,820,747",50639,Boomers
Switzerland,2003,female,35-54 years,116,1116103,10.39,Switzerland2003,,"352,914,820,747",50639,Boomers
Switzerland,2004,male,35-54 years,310,1140983,27.17,Switzerland2004,,"394,163,688,621",56123,Boomers
Switzerland,2004,female,35-54 years,1,1128429,10.55,Switzerland2004,,"394,163,688,621",56123,Boomers
